"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
101,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00974_R1C1\n","10","Urine","PROF_URINE_NOESY","usera2,FIB00974,usera3,FIBr02,usera4,fib439","D:\IVDrData\data"
101,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00974_R1C1\n","11","Urine","PROF_URINE_JRES","usera2,FIB00974,usera3,FIBr02,usera4,fib439","D:\IVDrData\data"
101,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00974_R1C1\n","12","Urine","PROF_URINE_DAS","usera2,FIB00974,usera3,FIBr02,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB01058_R1C2\n","20","Urine","PROF_URINE_NOESY","usera2,FIB01058,usera3,FIBr02,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB01058_R1C2\n","21","Urine","PROF_URINE_JRES","usera2,FIB01058,usera3,FIBr02,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB01058_R1C2\n","22","Urine","PROF_URINE_DAS","usera2,FIB01058,usera3,FIBr02,usera4,fib439","D:\IVDrData\data"
103,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00891_R1C3\n","30","Urine","PROF_URINE_NOESY","usera2,FIB00891,usera3,FIBr02,usera4,fib453","D:\IVDrData\data"
103,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00891_R1C3\n","31","Urine","PROF_URINE_JRES","usera2,FIB00891,usera3,FIBr02,usera4,fib453","D:\IVDrData\data"
103,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00891_R1C3\n","32","Urine","PROF_URINE_DAS","usera2,FIB00891,usera3,FIBr02,usera4,fib453","D:\IVDrData\data"
104,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00943_R1C4\n","40","Urine","PROF_URINE_NOESY","usera2,FIB00943,usera3,FIBr02,usera4,fib455","D:\IVDrData\data"
104,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00943_R1C4\n","41","Urine","PROF_URINE_JRES","usera2,FIB00943,usera3,FIBr02,usera4,fib455","D:\IVDrData\data"
104,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB00943_R1C4\n","42","Urine","PROF_URINE_DAS","usera2,FIB00943,usera3,FIBr02,usera4,fib455","D:\IVDrData\data"
105,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB01027_R1C5\n","50","Urine","PROF_URINE_NOESY","usera2,FIB01027,usera3,FIBr02,usera4,fib455","D:\IVDrData\data"
105,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp023","fibers_NMR-URINE_URI_FIB01027_R1C5\n","51","Urine","PROF_URINE_JRES","usera2,FIB01027,usera3,FIBr02,usera4,fib455","D:\IVDrData\data"
