"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
201,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00356_R1C1\n","10","Plasma","PROF_PLASMA_NOESY","usera2,FIB00356,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
201,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00356_R1C1\n","11","Plasma","PROF_PLASMA_CPMG","usera2,FIB00356,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
201,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00356_R1C1\n","12","Plasma","PROF_PLASMA_JRES","usera2,FIB00356,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
201,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00356_R1C1\n","13","Plasma","PROF_PLASMA_PGPE","usera2,FIB00356,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
201,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00356_R1C1\n","14","Plasma","PROF_PLASMA_DAS","usera2,FIB00356,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
202,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00396_R1C2\n","20","Plasma","PROF_PLASMA_NOESY","usera2,FIB00396,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
202,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00396_R1C2\n","21","Plasma","PROF_PLASMA_CPMG","usera2,FIB00396,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
202,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00396_R1C2\n","22","Plasma","PROF_PLASMA_JRES","usera2,FIB00396,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
202,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00396_R1C2\n","23","Plasma","PROF_PLASMA_PGPE","usera2,FIB00396,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
202,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00396_R1C2\n","24","Plasma","PROF_PLASMA_DAS","usera2,FIB00396,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
203,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00481_R1C3\n","30","Plasma","PROF_PLASMA_NOESY","usera2,FIB00481,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
203,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00481_R1C3\n","31","Plasma","PROF_PLASMA_CPMG","usera2,FIB00481,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
203,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00481_R1C3\n","32","Plasma","PROF_PLASMA_JRES","usera2,FIB00481,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
203,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00481_R1C3\n","33","Plasma","PROF_PLASMA_PGPE","usera2,FIB00481,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
203,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00481_R1C3\n","34","Plasma","PROF_PLASMA_DAS","usera2,FIB00481,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
204,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00641_R1C4\n","40","Plasma","PROF_PLASMA_NOESY","usera2,FIB00641,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
204,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00641_R1C4\n","41","Plasma","PROF_PLASMA_CPMG","usera2,FIB00641,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
204,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00641_R1C4\n","42","Plasma","PROF_PLASMA_JRES","usera2,FIB00641,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
204,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00641_R1C4\n","43","Plasma","PROF_PLASMA_PGPE","usera2,FIB00641,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
204,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00641_R1C4\n","44","Plasma","PROF_PLASMA_DAS","usera2,FIB00641,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
205,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00688_R1C5\n","50","Plasma","PROF_PLASMA_NOESY","usera2,FIB00688,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
205,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00688_R1C5\n","51","Plasma","PROF_PLASMA_CPMG","usera2,FIB00688,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
205,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00688_R1C5\n","52","Plasma","PROF_PLASMA_JRES","usera2,FIB00688,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
205,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00688_R1C5\n","53","Plasma","PROF_PLASMA_PGPE","usera2,FIB00688,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
205,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00688_R1C5\n","54","Plasma","PROF_PLASMA_DAS","usera2,FIB00688,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
213,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00361_R2C1\n","60","Plasma","PROF_PLASMA_NOESY","usera2,FIB00361,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
213,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00361_R2C1\n","61","Plasma","PROF_PLASMA_CPMG","usera2,FIB00361,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
213,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00361_R2C1\n","62","Plasma","PROF_PLASMA_JRES","usera2,FIB00361,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
213,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00361_R2C1\n","63","Plasma","PROF_PLASMA_PGPE","usera2,FIB00361,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
213,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00361_R2C1\n","64","Plasma","PROF_PLASMA_DAS","usera2,FIB00361,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
214,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00436_R2C2\n","70","Plasma","PROF_PLASMA_NOESY","usera2,FIB00436,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
214,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr01_FIBp004","fibers_NMR-PACS_PLA_FIB00436_R2C2\n","71","Plasma","PROF_PLASMA_CPMG","usera2,FIB00436,usera3,FIBr01,usera4,fib123","D:\IVDrData\data"
