"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
501,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00131_R1C1\n","10","Plasma","PROF_PLASMA_NOESY","usera2,FIB00131,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
501,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00131_R1C1\n","11","Plasma","PROF_PLASMA_CPMG","usera2,FIB00131,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
501,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00131_R1C1\n","12","Plasma","PROF_PLASMA_JRES","usera2,FIB00131,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
501,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00131_R1C1\n","13","Plasma","PROF_PLASMA_PGPE","usera2,FIB00131,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
501,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00131_R1C1\n","14","Plasma","PROF_PLASMA_DAS","usera2,FIB00131,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
502,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00171_R1C2\n","20","Plasma","PROF_PLASMA_NOESY","usera2,FIB00171,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
502,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00171_R1C2\n","21","Plasma","PROF_PLASMA_CPMG","usera2,FIB00171,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
502,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00171_R1C2\n","22","Plasma","PROF_PLASMA_JRES","usera2,FIB00171,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
502,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00171_R1C2\n","23","Plasma","PROF_PLASMA_PGPE","usera2,FIB00171,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
502,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00171_R1C2\n","24","Plasma","PROF_PLASMA_DAS","usera2,FIB00171,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
503,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00238_R1C3\n","30","Plasma","PROF_PLASMA_NOESY","usera2,FIB00238,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
503,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00238_R1C3\n","31","Plasma","PROF_PLASMA_CPMG","usera2,FIB00238,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
503,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00238_R1C3\n","32","Plasma","PROF_PLASMA_JRES","usera2,FIB00238,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
503,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp035","fibers_NMR-PACS_PLA_FIB00238_R1C3\n","33","Plasma","PROF_PLASMA_PGPE","usera2,FIB00238,usera3,FIBr03,usera4,fib332","D:\IVDrData\data"
