"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
401,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00784_R1C1\n","10","Urine","PROF_URINE_NOESY","usera2,FIB00784,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
401,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00784_R1C1\n","11","Urine","PROF_URINE_JRES","usera2,FIB00784,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
401,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00784_R1C1\n","12","Urine","PROF_URINE_DAS","usera2,FIB00784,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
402,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00856_R1C2\n","20","Urine","PROF_URINE_NOESY","usera2,FIB00856,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
402,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00856_R1C2\n","21","Urine","PROF_URINE_JRES","usera2,FIB00856,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
402,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00856_R1C2\n","22","Urine","PROF_URINE_DAS","usera2,FIB00856,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
403,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00976_R1C3\n","30","Urine","PROF_URINE_NOESY","usera2,FIB00976,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
403,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00976_R1C3\n","31","Urine","PROF_URINE_JRES","usera2,FIB00976,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
403,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00976_R1C3\n","32","Urine","PROF_URINE_DAS","usera2,FIB00976,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
404,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01106_R1C4\n","40","Urine","PROF_URINE_NOESY","usera2,FIB01106,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
404,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01106_R1C4\n","41","Urine","PROF_URINE_JRES","usera2,FIB01106,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
404,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01106_R1C4\n","42","Urine","PROF_URINE_DAS","usera2,FIB01106,usera3,FIBr02,usera4,fib256","D:\IVDrData\data"
405,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00903_R1C5\n","50","Urine","PROF_URINE_NOESY","usera2,FIB00903,usera3,FIBr02,usera4,fib274","D:\IVDrData\data"
405,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00903_R1C5\n","51","Urine","PROF_URINE_JRES","usera2,FIB00903,usera3,FIBr02,usera4,fib274","D:\IVDrData\data"
405,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB00903_R1C5\n","52","Urine","PROF_URINE_DAS","usera2,FIB00903,usera3,FIBr02,usera4,fib274","D:\IVDrData\data"
406,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01086_R1C6\n","60","Urine","PROF_URINE_NOESY","usera2,FIB01086,usera3,FIBr02,usera4,fib274","D:\IVDrData\data"
406,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01086_R1C6\n","61","Urine","PROF_URINE_JRES","usera2,FIB01086,usera3,FIBr02,usera4,fib274","D:\IVDrData\data"
406,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01086_R1C6\n","62","Urine","PROF_URINE_DAS","usera2,FIB01086,usera3,FIBr02,usera4,fib274","D:\IVDrData\data"
407,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01004_R1C7\n","70","Urine","PROF_URINE_NOESY","usera2,FIB01004,usera3,FIBr02,usera4,fib284","D:\IVDrData\data"
407,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01004_R1C7\n","71","Urine","PROF_URINE_JRES","usera2,FIB01004,usera3,FIBr02,usera4,fib284","D:\IVDrData\data"
407,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01004_R1C7\n","72","Urine","PROF_URINE_DAS","usera2,FIB01004,usera3,FIBr02,usera4,fib284","D:\IVDrData\data"
408,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp021","fibers_NMR-URINE_URI_FIB01149_R1C8\n","80","Urine","PROF_URINE_NOESY","usera2,FIB01149,usera3,FIBr02,usera4,fib284","D:\IVDrData\data"
