"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
101,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00398_R1C1\n","10","Plasma","PROF_PLASMA_NOESY","usera2,FIB00398,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
101,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00398_R1C1\n","11","Plasma","PROF_PLASMA_CPMG","usera2,FIB00398,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
101,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00398_R1C1\n","12","Plasma","PROF_PLASMA_JRES","usera2,FIB00398,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
101,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00398_R1C1\n","13","Plasma","PROF_PLASMA_PGPE","usera2,FIB00398,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
101,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00398_R1C1\n","14","Plasma","PROF_PLASMA_DAS","usera2,FIB00398,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00431_R1C2\n","20","Plasma","PROF_PLASMA_NOESY","usera2,FIB00431,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00431_R1C2\n","21","Plasma","PROF_PLASMA_CPMG","usera2,FIB00431,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00431_R1C2\n","22","Plasma","PROF_PLASMA_JRES","usera2,FIB00431,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00431_R1C2\n","23","Plasma","PROF_PLASMA_PGPE","usera2,FIB00431,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
102,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00431_R1C2\n","24","Plasma","PROF_PLASMA_DAS","usera2,FIB00431,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
103,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00564_R1C3\n","30","Plasma","PROF_PLASMA_NOESY","usera2,FIB00564,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
103,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00564_R1C3\n","31","Plasma","PROF_PLASMA_CPMG","usera2,FIB00564,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
103,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00564_R1C3\n","32","Plasma","PROF_PLASMA_JRES","usera2,FIB00564,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
103,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00564_R1C3\n","33","Plasma","PROF_PLASMA_PGPE","usera2,FIB00564,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
103,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00564_R1C3\n","34","Plasma","PROF_PLASMA_DAS","usera2,FIB00564,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
104,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00645_R1C4\n","40","Plasma","PROF_PLASMA_NOESY","usera2,FIB00645,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
104,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00645_R1C4\n","41","Plasma","PROF_PLASMA_CPMG","usera2,FIB00645,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
104,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00645_R1C4\n","42","Plasma","PROF_PLASMA_JRES","usera2,FIB00645,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
104,"nmrsu","fibers_C1_PLA_NMR-PACS@fEPP_FIBr03_FIBp036","fibers_NMR-PACS_PLA_FIB00645_R1C4\n","43","Plasma","PROF_PLASMA_PGPE","usera2,FIB00645,usera3,FIBr03,usera4,fib439","D:\IVDrData\data"
