"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
101,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00818_R1C1\n","10","Urine","PROF_URINE_NOESY","usera2,FIB00818,usera3,FIBr02,usera4,fib112","D:\IVDrData\data"
101,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00818_R1C1\n","11","Urine","PROF_URINE_JRES","usera2,FIB00818,usera3,FIBr02,usera4,fib112","D:\IVDrData\data"
101,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00818_R1C1\n","12","Urine","PROF_URINE_DAS","usera2,FIB00818,usera3,FIBr02,usera4,fib112","D:\IVDrData\data"
102,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00940_R1C2\n","20","Urine","PROF_URINE_NOESY","usera2,FIB00940,usera3,FIBr02,usera4,fib112","D:\IVDrData\data"
102,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00940_R1C2\n","21","Urine","PROF_URINE_JRES","usera2,FIB00940,usera3,FIBr02,usera4,fib112","D:\IVDrData\data"
102,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00940_R1C2\n","22","Urine","PROF_URINE_DAS","usera2,FIB00940,usera3,FIBr02,usera4,fib112","D:\IVDrData\data"
103,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00787_R1C3\n","30","Urine","PROF_URINE_NOESY","usera2,FIB00787,usera3,FIBr02,usera4,fib117","D:\IVDrData\data"
103,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00787_R1C3\n","31","Urine","PROF_URINE_JRES","usera2,FIB00787,usera3,FIBr02,usera4,fib117","D:\IVDrData\data"
103,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00787_R1C3\n","32","Urine","PROF_URINE_DAS","usera2,FIB00787,usera3,FIBr02,usera4,fib117","D:\IVDrData\data"
104,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00850_R1C4\n","40","Urine","PROF_URINE_NOESY","usera2,FIB00850,usera3,FIBr02,usera4,fib117","D:\IVDrData\data"
104,"nmrsu","fibers_C1_URI_NMR-URINE@fEPP_FIBr02_FIBp018","fibers_NMR-URINE_URI_FIB00850_R1C4\n","41","Urine","PROF_URINE_JRES","usera2,FIB00850,usera3,FIBr02,usera4,fib117","D:\IVDrData\data"
