"HOLDER","USER","NAME","TITLE","EXPNO","SOLVENT","EXPERIMENT","PARAMETERS","DISK"
101,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01234_R1C1\n","10","Urine","PROF_URINE_NOESY","usera2,FIB01234,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
101,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01234_R1C1\n","11","Urine","PROF_URINE_JRES","usera2,FIB01234,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
101,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01234_R1C1\n","12","Urine","PROF_URINE_DAS","usera2,FIB01234,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
102,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01244_R1C2\n","20","Urine","PROF_URINE_NOESY","usera2,FIB01244,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
102,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01244_R1C2\n","21","Urine","PROF_URINE_JRES","usera2,FIB01244,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
102,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01244_R1C2\n","22","Urine","PROF_URINE_DAS","usera2,FIB01244,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
113,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01237_R2C1\n","30","Urine","PROF_URINE_NOESY","usera2,FIB01237,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
113,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01237_R2C1\n","31","Urine","PROF_URINE_JRES","usera2,FIB01237,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
113,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01237_R2C1\n","32","Urine","PROF_URINE_DAS","usera2,FIB01237,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
114,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01247_R2C2\n","40","Urine","PROF_URINE_NOESY","usera2,FIB01247,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
114,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01247_R2C2\n","41","Urine","PROF_URINE_JRES","usera2,FIB01247,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
114,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01247_R2C2\n","42","Urine","PROF_URINE_DAS","usera2,FIB01247,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
115,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R2C3\n","50","Urine","PROF_URINE_NOESY","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
115,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R2C3\n","51","Urine","PROF_URINE_JRES","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
115,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R2C3\n","52","Urine","PROF_URINE_DAS","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
120,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R2C8\n","60","Urine","PROF_URINE_NOESY","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
120,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R2C8\n","61","Urine","PROF_URINE_JRES","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
120,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R2C8\n","62","Urine","PROF_URINE_DAS","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
124,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R2C12\n","70","Urine","PROF_URINE_NOESY","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
124,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R2C12\n","71","Urine","PROF_URINE_JRES","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
124,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R2C12\n","72","Urine","PROF_URINE_DAS","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
125,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01240_R3C1\n","80","Urine","PROF_URINE_NOESY","usera2,FIB01240,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
125,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01240_R3C1\n","81","Urine","PROF_URINE_JRES","usera2,FIB01240,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
125,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01240_R3C1\n","82","Urine","PROF_URINE_DAS","usera2,FIB01240,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
126,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01236_R3C2\n","90","Urine","PROF_URINE_NOESY","usera2,FIB01236,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
126,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01236_R3C2\n","91","Urine","PROF_URINE_JRES","usera2,FIB01236,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
126,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01236_R3C2\n","92","Urine","PROF_URINE_DAS","usera2,FIB01236,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
137,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01243_R4C1\n","100","Urine","PROF_URINE_NOESY","usera2,FIB01243,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
137,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01243_R4C1\n","101","Urine","PROF_URINE_JRES","usera2,FIB01243,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
137,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01243_R4C1\n","102","Urine","PROF_URINE_DAS","usera2,FIB01243,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
138,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01239_R4C2\n","110","Urine","PROF_URINE_NOESY","usera2,FIB01239,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
138,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01239_R4C2\n","111","Urine","PROF_URINE_JRES","usera2,FIB01239,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
138,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01239_R4C2\n","112","Urine","PROF_URINE_DAS","usera2,FIB01239,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
148,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R4C12\n","120","Urine","PROF_URINE_NOESY","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
148,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R4C12\n","121","Urine","PROF_URINE_JRES","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
148,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R4C12\n","122","Urine","PROF_URINE_DAS","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
149,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01246_R5C1\n","130","Urine","PROF_URINE_NOESY","usera2,FIB01246,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
149,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01246_R5C1\n","131","Urine","PROF_URINE_JRES","usera2,FIB01246,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
149,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01246_R5C1\n","132","Urine","PROF_URINE_DAS","usera2,FIB01246,usera3,FIBr07,usera4,fib284","D:\IVDrData\data"
150,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01242_R5C2\n","140","Urine","PROF_URINE_NOESY","usera2,FIB01242,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
150,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01242_R5C2\n","141","Urine","PROF_URINE_JRES","usera2,FIB01242,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
150,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01242_R5C2\n","142","Urine","PROF_URINE_DAS","usera2,FIB01242,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
161,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01235_R6C1\n","150","Urine","PROF_URINE_NOESY","usera2,FIB01235,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
161,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01235_R6C1\n","151","Urine","PROF_URINE_JRES","usera2,FIB01235,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
161,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01235_R6C1\n","152","Urine","PROF_URINE_DAS","usera2,FIB01235,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
162,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01245_R6C2\n","160","Urine","PROF_URINE_NOESY","usera2,FIB01245,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
162,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01245_R6C2\n","161","Urine","PROF_URINE_JRES","usera2,FIB01245,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
162,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01245_R6C2\n","162","Urine","PROF_URINE_DAS","usera2,FIB01245,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
172,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R6C12\n","170","Urine","PROF_URINE_NOESY","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
172,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R6C12\n","171","Urine","PROF_URINE_JRES","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
172,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_LTR_R6C12\n","172","Urine","PROF_URINE_DAS","usera2,LTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
173,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01238_R7C1\n","180","Urine","PROF_URINE_NOESY","usera2,FIB01238,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
173,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01238_R7C1\n","181","Urine","PROF_URINE_JRES","usera2,FIB01238,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
173,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01238_R7C1\n","182","Urine","PROF_URINE_DAS","usera2,FIB01238,usera3,FIBr07,usera4,fib621","D:\IVDrData\data"
174,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01248_R7C2\n","190","Urine","PROF_URINE_NOESY","usera2,FIB01248,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
174,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01248_R7C2\n","191","Urine","PROF_URINE_JRES","usera2,FIB01248,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
174,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_FIB01248_R7C2\n","192","Urine","PROF_URINE_DAS","usera2,FIB01248,usera3,FIBr07,usera4,fib623","D:\IVDrData\data"
175,"nmrsu","fibers_C2_URI_NMR-URINE@fEPP_FIBr07_FIBp051","fibers_NMR-URINE_URI_SLTR_R7C3\n","200","Urine","PROF_URINE_NOESY","usera2,SLTR,usera3,FIBr07,usera4,URI","D:\IVDrData\data"
